stock,strategy,trades,wins,win_rate,avg_ret,total_ret,bh_ret
HEROMOTOCO,STD_S1_BREAKDOWN_SHORT,27,14,0.5185185185185185,0.00012430085213900455,0.002220254412008016,-0.11156599963282543
HEROMOTOCO,FIB_S1_BOUNCE_LONG,36,11,0.3055555555555556,-0.0011994068407214383,-0.04336495289683473,-0.11156599963282543
HEROMOTOCO,FIB_R1_BOUNCE_SHORT,32,16,0.5,0.0016269709201498748,0.05196186639854905,-0.11156599963282543
HEROMOTOCO,CAM_L3_LONG,36,12,0.3333333333333333,-0.002291432327911976,-0.08050209369491812,-0.11156599963282543
HEROMOTOCO,CAM_S3_SHORT,37,16,0.43243243243243246,-0.0007308664222214511,-0.028134920804818386,-0.11156599963282543
HEROMOTOCO,CAM_R4_BREAKOUT_LONG,23,9,0.391304347826087,-0.002163039356111367,-0.04931904654682795,-0.11156599963282543
HEROMOTOCO,CAM_S4_BREAKDOWN_SHORT,24,16,0.6666666666666666,0.001646239353959277,0.039111385148977496,-0.11156599963282543
BPCL,STD_S1_BOUNCE_LONG,36,21,0.5833333333333334,0.0025631169702879683,0.0943894061152617,-0.15951369562033113
BPCL,STD_R1_BOUNCE_SHORT,24,15,0.625,0.005745817826234817,0.14551579358117084,-0.15951369562033113
BPCL,STD_R1_BREAKOUT_LONG,18,5,0.2777777777777778,-0.00809452592804537,-0.137608682463066,-0.15951369562033113
BPCL,STD_S1_BREAKDOWN_SHORT,29,10,0.3448275862068966,-0.004460399390390836,-0.1226544859352906,-0.15951369562033113
BPCL,FIB_S1_BOUNCE_LONG,39,25,0.6410256410256411,0.003894443000328311,0.1616959035377452,-0.15951369562033113
BPCL,FIB_R1_BOUNCE_SHORT,29,17,0.5862068965517241,0.005348987211533158,0.16466342963575942,-0.15951369562033113
BPCL,CAM_L3_LONG,42,21,0.5,0.0011588247402313898,0.047460711558435564,-0.15951369562033113
BPCL,CAM_S3_SHORT,29,12,0.41379310344827586,0.0004936194500122547,0.012339591826390661,-0.15951369562033113
BPCL,CAM_R4_BREAKOUT_LONG,18,6,0.3333333333333333,-0.006099012716260066,-0.105264896599217,-0.15951369562033113
BPCL,CAM_S4_BREAKDOWN_SHORT,28,11,0.39285714285714285,-0.0035748732826980617,-0.09639240375800073,-0.15951369562033113
APOLLOHOSP,STD_S1_BOUNCE_LONG,30,17,0.5666666666666667,0.0025717083578847945,0.07884623912876454,0.12295730100158142
APOLLOHOSP,STD_R1_BOUNCE_SHORT,32,16,0.5,-0.0011797550066194313,-0.038000115834763815,0.12295730100158142
APOLLOHOSP,STD_R1_BREAKOUT_LONG,25,13,0.52,-0.001986160938648908,-0.04897780498619497,0.12295730100158142
APOLLOHOSP,STD_S1_BREAKDOWN_SHORT,20,8,0.4,-0.0024895978907953694,-0.04931491701689905,0.12295730100158142
APOLLOHOSP,FIB_S1_BOUNCE_LONG,34,21,0.6176470588235294,0.0019661343327286316,0.0682834752361825,0.12295730100158142
APOLLOHOSP,FIB_R1_BOUNCE_SHORT,42,17,0.40476190476190477,-0.0006005810832876113,-0.02559629569803612,0.12295730100158142
APOLLOHOSP,CAM_L3_LONG,40,24,0.6,0.0019421408615592807,0.0796189267956322,0.12295730100158142
APOLLOHOSP,CAM_S3_SHORT,43,15,0.3488372093023256,-0.0013782487353477943,-0.05852243508317745,0.12295730100158142
APOLLOHOSP,CAM_R4_BREAKOUT_LONG,24,8,0.3333333333333333,-0.002360865383486852,-0.05536943724852872,0.12295730100158142
APOLLOHOSP,CAM_S4_BREAKDOWN_SHORT,17,9,0.5294117647058824,-0.00023700928511678274,-0.004317704590707239,0.12295730100158142
TECHM,STD_S1_BOUNCE_LONG,25,12,0.48,0.0026716536592024643,0.06799863166286513,0.12413793103448278
TECHM,STD_R1_BOUNCE_SHORT,33,17,0.5151515151515151,9.850274464000149e-05,0.001520734685478864,0.12413793103448278
TECHM,STD_R1_BREAKOUT_LONG,26,13,0.5,-0.0024226761659185093,-0.062134624488041745,0.12413793103448278
